text,created_at,user_id,building_type,rating,length,is_abnormal
다세대주택 따뜻한 편이에요. 택배함 제대로게 관리되고 있어요. 채광이 좋아요. 다만 햇빛이 잘 안 들어와요 점은 아쉽습니다. 이웃들은 시끄럽해요. 여름에는 불쾌해요. 겨울에는 춥해요.,2025-03-29 09:15:01,user_4101,아파트,3,102,0
"불만족스럽은 단독주택입니다.  관리실가 제대로고, 주변 시설이 잘 갖춰져 있 ㅋㅋㅋㅋ 어요.  단점은 곰팡이가 잘 생겨요입니다.  화장실은 적당한 크기고 깨끗해요.  가나다라마바사아자차카타파하 이웃들은 무관심해요.  택배 보관은 불편해요.",2025-03-22 08:41:01,user_1415,원룸,4,107,1
"여기 살면서 좋은 점은 환기가 잘 돼요이고, 아쉬운 점은 단열이 잘 안돼요예요.  전반적으로 별로은 원룸입니다.  여름에는 쾌적해요.  관리인은 책임감 있 ㄴㅇㄹ 해요.  100자 이상 작성하라해서 적는중 방은 넓고 시원해요.  주차장은 적당한 크기고 주차하기 편해요.",2025-04-04 17:08:01,user_8281,투룸,2,121,1
"이 주택은 춥고 경비실도 허술해요. 주변 시설이 잘 갖춰져 있어요, 하지만 단열이 잘 안돼요. 방은 작고 시원해요. 부엌은 적당한 크기고 수납공간이 많아요. 여름에는 시원해요. 화장실은 작고 환기가 잘 돼요.",2025-03-30 17:31:01,user_2258,아파트,3,116,0
"여기 살면서 좋은 점은 환기가 잘 돼요이고, 아쉬운 점은 주변에 편의 시설이 적어요예요. 전반적으로 좋은 아파트입니다. 창문은 작고 환기가 잘 돼요. 관리인은 불친절해요. 택배 보관은 편리해요.",2025-04-06 22:40:01,user_3216,단독주택,3,108,0
"최악은 원룸입니다. 현관가 신속고, 넓고 쾌적해요. 단점은 관리비가 비싸요입니다. 관리인은 무책임해요. 복도는 좁고 밝아요. 택배 보관은 불편해요. 창문은 크고 뷰가 좋아요. 겨울에는 춥해요.",2025-04-05 08:50:01,user_4515,오피스텔,4,107,0
"투룸이 좋고 수도도 청결한 편이에요. 보안이 철저해요, 그래도 결로 현상이 있어요 점이 좀 아쉬워요. 방은 넓고 시원해요. 창문은 적타한 크기고 뷰가 좋아요. 택배 보관은 안전해요.",2025-03-18 17:32:01,user_4227,단독주택,3,101,0
"여기 살면서 좋은 점은 환기가 잘 돼요이고, 아쉬운 점은 결로 현상이 있어요예요. 전반적으로 최악은 빌라입니다. 부엌은 작고 사용하기 편해요. 여름에는 덥해요. 관리인은 친절해요.",2025-04-03 21:17:01,user_7437,오피스텔,3,100,0
"이 쓰리룸은 불쾌고 수도도 신속해요.  관리가 잘 되고 있어요, 하지만 소음이 심해요.  복도는 넓고 밝아요.  부엌은 넓고 깨끗해요.  100자 이상 쓰기 너무 어렵네요 방은 작고 시원해요.  이웃들은 시끄럽해요.  화장실은 작고 온수가 잘 나와요.",2025-04-01 14:35:01,user_6901,주택,3,115,1
주택 적당한 편이에요.  가스 잘게 관리되고 있어요.  난방이 잘 돼요.  다만 주변에 ;;;  편의 시설이 적어요 점은 아쉽습니다.  더이상 쓸말이 없네요 글자수 채우기 겨울에는 춥해요.  창문은 적당한 크기고 뷰가 좋아요.  복도는 좁고 밝아요.,2025-04-11 18:32:01,user_4913,투룸,4,108,1
"이 아파트은 훌륭고 경비실도 정확해요.  환기가 잘 돼요, 하지만 결로 현상이 있어요.  창문은 크고 뷰가 좋아요.  복도는 좁고 조용해요.  쓸말이 없어요ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 여름에는 불쾌해요.  화장실은 작고 환기가 잘 돼요.",2025-04-01 10:13:01,user_3321,단독주택,4,104,1
주택 훌륭한 편이에요.  CCTV 불친절게 관리되고 있어요.  넓고 쾌적해요.  다만 엘리베이터가 느려요 점은 아쉽습니다.  아무거나 적는 중이에요ㅋㅋㅋㅋㅋㅋㅋ 부엌은 넓고 환기가 잘 돼요.  화장실은 적당한 크기고 깨끗해요.,2025-03-21 12:42:01,user_2341,단독주택,3,101,1
"훌륭은 투룸입니다. 경비실가 정확고, 넓고 쾌적해요. 단점은 관리비가 비싸요입니다. 창문은 크고 채광이 좋아요. 주차장은 적당한 크기고 항상 자리가 있어요. 이웃들은 조용해요. 관리인은 불친절해요.",2025-03-17 12:38:01,user_2399,오피스텔,3,110,0
빌라 쾌적한 편이에요. 인터폰 부정확게 관리되고 있어요. 관리가 잘 되고 있어요. 다만 햇빛이 잘 안 들어와요 점은 아쉽습니다. 화장실은 넓고 온수가 잘 나와요. 여름에는 불쾌해요.,2025-04-10 22:15:01,user_7775,도시형생활주택,3,101,0
"훌륭은 주택입니다. CCTV가 철저고, 주차 공간이 충분해요. 단점은 주변에 편의 시설이 적어요입니다. 겨울에는 불쾌해요. 화장실은카넓고 환기가 잘 돼요. 택배 보관은 안전해요. 방은 적당한 크기고 따뜻해요.",2025-03-27 13:10:01,user_6933,오피스텔,1,116,0
"이 투룸은 불쾌고 엘리베이터도 잘해요. 채광이 좋아요, 하지만 단열이 잘 안돼요. 화장실은 작고 깨끗해요. 택배 보관은 불편해요. 창문은 적당한 크기고 채광이 좋아요. 부엌은 작고 환기가 잘 돼요.",2025-03-25 22:15:01,user_4640,빌라,4,110,0
"이 도시형생활주택은 괜찮고 택배함도 청결해요. 방음이 잘 되어 있어요, 하지만 결로 현상이 있어요. 복도는 좁고 안전해요. 창문은 크고 채광이 좋아요. 부엌은 작고 깨끗해요. 택배 보관은 걱정해요.",2025-04-05 19:21:01,user_3962,아파트,3,110,0
"여기 살면서 좋은 점은 넓고 쾌적해요이고, 아쉬운 점은 주차 공간이 부족해요예요.  전반적으로 따뜻은 빌라입니다.  이웃들은 친절해요.  복도는 넓고 깨끗해요.  100자 이상 작성하라해서 적 ㅎㅎㅎㅎ 는중 여름에는 시원해요.  부엌은 적당한 크기고 수납공간이 많아요.",2025-04-09 13:57:01,user_3585,주택,3,120,1
"이 오피스텔은 춥고 난방도 친절해요.  주변 시설이 잘 갖춰져 있어요, 하지만 관리비가 비싸요.  부엌은 작고 사용하기 편해요.  택배 보관은 걱정해요.  가나다라마바사아자차카타파하 이웃들은 무관심해요.  방은 적당한 크기고 수납공간이 많아요.",2025-04-09 17:29:01,user_8347,오피스텔,2,116,1
"춥은 ㅡㅡ  빌라입니다.  관리실가 허술고, 관리가 잘 되고 있어요.  단점은 방이 좁아요입니다.  주차장은 넓고 주차하기 편해요.  100자를 써야해서 아무말 적음 방은 적당한 크기고 수납공간이 많아요.  택배 보관은 안전해요.",2025-03-28 18:00:01,user_1112,원룸,2,101,1
다세대주택 불만족스럽한 편이에요. 인터넷 청결게 관리되고 있어요. 주차 공간이 충분해요. 다만 방이 좁아요 점은 아쉽습니다. 관리인은 책임감 있해요. 복도는 좁고 밝아요. 겨울에는 춥해요.,2025-04-09 08:51:01,user_2841,아파트,2,105,0
"이 원룸은 최악고 CCTV도 청결해요.  방음이 잘 되어 있어요, 하지만 주차 공간이 부족해요.  이웃들은 시끄럽해요.  관리인은 친절해요.  동해물과 백두산이 마르고 닳도록 부엌은 작고 수납공간이 많아요.  화장실은 적당한 크기고 온수가 잘 나와요.",2025-04-08 18:36:01,user_1978,다세대주택,3,117,1
오피스텔 만족스럽한 편이에요. 난방 청결게 관리되고 있어요. 주차 공간이 충분해요. 다만 결로 현상이 있어요 점은 아쉽습니다. 화장실은 적당한 크기고 깨끗해요. 관리인은 책임감 있해요.,2025-04-02 12:00:01,user_2207,원룸,3,103,0
"조용은 원룸입니다.  택배함가 깔끔고, 채광이 좋아요.  단점은 결로 현상이 있어요입니다.  여름에는 시원해요.  쓸말이 없어요ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 창문은 크고 소음이 잘 차단돼요.  겨울에는 쾌적해요.  부엌은 적당한 크기고 사용하기 편해요.",2025-04-08 22:27:01,user_4318,원룸,4,111,1
"빌라이 조용고 택배함도 엉망한 편이에요. 방음이 잘 되어 있어요, 그래도 주변에 편의 시설이 적어요 점이 좀 아쉬워요. 겨울에는 쾌적해요. 창문은 크고 환기가 잘 돼요. 복도는 적당한 크기고 조용해요.",2025-03-26 08:08:01,user_3158,쓰리룸,5,112,0
"오피스텔이 좋고 인터폰도 지저분한 편이에요. 교통이 편리해요, 그래도 방이 좁아요 점이 좀 아쉬워요. 부엌은 넓고 환기가 잘 돼요. 관리인은 무책임해요. 택배 보관은 걱정해요. 겨울에는 쾌적해요.",2025-04-15 11:52:01,user_9533,원룸,3,109,0
다세대주택 조용한 편이에요.  CCTV 불결게 관리되 ㅡㅡ 고 있어요.  환기가 잘 돼요.  다만 소음이 심해요 점은 아쉽습니다.  가나다라마바사아자차카타파하 부엌은 넓고 사용하기 편해요.  주차장은 적당한 크기고 밝아요.,2025-04-16 17:19:01,user_9842,빌라,5,100,1
"도시형생활주택이 훌륭고 수도도 불친절한 편이에요. 방음이 잘 되어 있어요, 그래도 관리비가 비싸요 점이 좀 아쉬워요. 택배 보관은 불편해요. 방은 작고 수납공간이 많아요. 부엌은 작고 사용하기 편해요.",2025-04-14 14:40:01,user_6595,오피스텔,3,112,0
"다세대주택이 불쾌고 경비실도 정확한 편이에요. 주변 시설이 잘 갖춰져 있어요, 그래도 관리비가 비싸요 점이 좀 아쉬워요. 부엌은 작고 사용하기 편해요. 택배 보관은 편리해요. 방은 적당한 크기고 채광이 좋아요.",2025-03-20 11:31:01,user_7166,원룸,3,117,0
"여기 살면서 좋은 점은 넓고 쾌적해요이고, 아쉬운 점은 엘리베이터가 느려요예요.  전반적으로 시끄럽은 다세대주택입니다.  이웃들은 시끄럽해요.  이 정도면 충분할까요? 창문은 적당한 크기고 환기가 잘 돼요.  겨울에는 춥해요.",2025-04-15 19:25:01,user_1002,오피스텔,2,109,1
오피스텔 훌륭한 편이에요. 인터폰 허술게 관리되고 있어요. 방음이 잘 되어 있어요. 다만 결로 현상이 있어요 점은 아쉽습니다. 겨울에는 쾌적해요. 이웃들은 무관심해요. 주차장은 적당한 크기고 안전해요.,2025-03-30 19:58:01,user_7674,투룸,4,112,0
"좋은 도시형생활주택입니다. 에어컨가 느리고, 난방이 잘 돼요. 단점은 주차 공간이 부족해요입니다. 이웃들은 무관심해요. 창문은 적당한 크기고 뷰가 좋아요. 화장실은 작고 깨끗해요.",2025-03-21 11:45:01,user_9401,도시형생활주택,1,100,0
"별로은 쓰리룸입니다. 전기가 불결고, 채광이 좋아요. 단점은 주차 공간이 부족해요입니다. 겨울에는 따뜻해요. 창문은 적당한 크기고 채광이 좋아요. 택배 보관은 불편해요. 화장실은 작고 온수가 잘 나와요.",2025-03-18 09:14:01,user_8447,투룸,3,113,0
"이 투룸은 만족스럽고 경비실도 철저해요. 보안이 철저해요, 하지만 엘리베이터가 느려요. 화장실은 적당한 크기고 온수가 잘 나와요. 복도는 넓고 깨끗해요. 방은 작고 수납공간이 많아요.",2025-03-27 08:54:01,user_1292,원룸,2,102,0
"오피스텔이 따뜻고 CCTV도 부정확한 편이에요.  주변 시설이 잘 갖춰져 있어요, 그래도 단열이 잘 안돼요 점이 좀 아쉬워요.  이웃들은 시라럽해요.  아무거나 적는 중이에요ㅋㅋㅋㅋㅋㅋㅋ 주차장은 넓고 안전해요.  여름에는 불쾌해요.",2025-03-21 14:48:01,user_5959,원룸,4,106,1
"쾌적은 아파트입니다. 인터넷가 신속고, 주차 공간이 충분해요. 단점은 곰팡이가가잘 생겨요입니다. 택배 보관은 안전해요. 겨울에는 불쾌해요. 복도는 좁고 밝아요. 창문은 적당한 크기고 환기가 잘 돼요.",2025-03-23 18:55:01,user_5588,원룸,4,111,0
"불만족스럽은 다세대주택입니다. 에어컨가 철저고, 난방이 잘 돼요. 단점은 엘리베이터가 느려요입니다. 택배 보관은 걱정해요. 창문은 작고 환기가 잘 돼요. 부엌은 넓고 환기가 잘 돼요.",2025-04-10 19:17:01,user_9331,도시형생활주택,3,102,0
아파트 훌륭한 편자에요. 택배함 지저분게 관리되고 있어요. 교통이 편리해요. 다만 단열이 잘 안돼요 점은 아쉽습니다. 여름에는 불쾌해요. 관리인은 무책임해요. 주차장은 좁고 안전해요.,2025-03-28 14:02:01,user_7958,주택,3,102,0
"시끄럽은 오피스텔입니다. 수도가 불결고, 넓고 쾌적해요. 단점은 엘리베이터가 느려요입니다. 복도는 넓고 밝아요. 관리인은 무책임해요. 부엌은 넓고 사용하기 편해요. 겨울에는 춥해요.",2025-04-14 12:37:01,user_1133,오피스텔,4,101,0
"단독주택이 불만족스럽고 주차장도 부정확한 편이에요. 관리가 잘 되고 있어요, 그래도 햇빛이 잘 안 들어와요 점이 좀 아마워요. 주차장은 적당한 크기고 항상 자리가 있어요. 이웃들은 시끄럽해요.",2025-03-24 14:02:01,user_5150,아파트,3,107,0
"불쾌은 빌라입니다.  엘리베이터가 신속고, 채광이 좋아요.  단점은 소음이 심해요입니다.  이웃들은 무관심해요.  몇자를쓰라는겨,,ㄴㅇ란ㅇ 관리인은  ... 친절해요.  택배 보관은 불편해요.  부엌은 적당한 크기고 사용하기 편해요.",2025-04-13 12:47:01,user_1339,빌라,4,105,1
"여기 살면서 좋은 점은 난방이 잘 돼요이고, 아쉬운 점은 주차 공간이 부족해요예요. 전반적으로 춥은 투룸입니다. 이웃들은 조용해요. 관리인은 무책임해요. 복도는 적당한 크기고 조용해요.",2025-03-27 12:11:01,user_2573,주택,2,103,0
"투룸이 따뜻고 CCTV도 깔끔한 편이에요.  방음이 잘 되어 있어요, 그래도 주변에 편의 시설이 적어요 점이 좀 아쉬워요.  택배 보관은 안전해요.  몇자를쓰라는겨,,ㄴㅇ란ㅇ 겨울에는 춥해요.  복도는 넓고 밝아요.",2025-03-25 15:15:01,user_8749,오피스텔,3,102,1
"최악은 아파트입니다.  인터폰가 친절고, 채광이 좋아요.  단점은 방이 좁아요입니다.  창문은 적당한 크기고 환기가 잘 돼요.  리뷰쓰기 귀찮은데 어쩔수없네요 복도는 넓고 안전해요.  관리인은 무책임해요.  주차장은 넓고 밝아요.",2025-04-15 14:21:01,user_9602,다세대주택,4,105,1
"여기 살면서 좋은 점은 교통이 편리해요이고, 아쉬운 점은 소음이 심해요예요. 전반적으로 적당은 오피스텔입니다. 창문은 크고 뷰가 좋아요. 주차장은 적당한 크기고 항상 타리가 있어요.",2025-04-05 19:40:01,user_1363,도시형생활주택,3,101,0
"도시형생활주택이 불쾌고 난방도 지저분한 편이에요.  관리가 잘 되고 있어요, 그래도 주변에 편의 시설이 적어요 점이 좀 아쉬워요.  관리인은 친절해요.  가나다라마바사아자차카타파하 겨울에는 춥해요.  여름에는 덥해요.",2025-04-15 14:10:01,user_4887,단독주택,4,102,1
"별로은 원룸입니다. CCTV가 정확고, 채광이 좋아요. 단점은 관리비가 비싸요입니다. 여름에는 덥해요. 주차장은 넓고 주차하기 편해요. 화장실은 넓고 깨끗해요. 방은 적당한 크기고 시원해요.",2025-04-05 10:29:01,user_8635,아파트,2,106,0
"이 아파트은 불쾌고 수도도 신속해요.  주변 시설이 잘 갖춰져 있어요, 하지만 곰팡이가 잘 생겨요.  부엌은 적당한 크기고 깨끗해요.  100자를 써야해서 아무말 적음 이웃들은 무관심해요.  방은 적당한 크기고 시원해요.",2025-03-26 19:39:01,user_4288,단독주택,3,101,1
"여기 살면서 좋은 점은 관리가 잘 되고 있어요이고, 아쉬운 점은 방이 좁아요예요. 전반적으로 훌륭은 오피스텔입니다. 이웃들은 시끄럽해요. 방은 넓고 수납공간이 많아요. 화장실은 넓고 온수가 잘 나와요.",2025-04-01 08:43:01,user_5276,아파트,4,112,0
"이 도시형생활주택은 시끄럽고 수도도 제대로해요.  관리가 잘 되고 있어요, 하지만 햇빛이 잘 안 들어와요.  부엌은 작고 깨끗해요.  특별히 할말은 없지만 글자 수 맞추려고요 화장실은 작고 환기가 잘 돼요.  이웃들은 시끄럽해요 ----- .",2025-03-23 18:06:01,user_7542,빌라,4,101,1
"이 쓰리룸은 따뜻고 현관도 불결해요. 교통이 편리해요, 하지만 엘리베이터가 느려요. 창문은 적당한 크기고 환기가 잘 돼요. 방은 작고 채광이 좋아요. 화장실은 작고 온수가 잘 나와요.",2025-03-31 21:48:01,user_9552,빌라,3,102,0
아파트 괜찮한 편이에요. 인터넷 잘게 관리되고 있어요. 주차 공간이 충분해요. 다만 주변에 편의 시설이 적어요 점은 아쉽습니다. 택배 보관은 안차해요. 주차장은 좁고 주차하기 편해요.,2025-03-22 18:07:01,user_2694,오피스텔,3,102,0
"여기 살면서 좋은 점은 넓고 쾌적해요이고, 아쉬운 점은 주변에 편의 시설이 적어요예요. 전반적으로 나쁘은 쓰리룸입니다. 주차장은 좁고 주차하기 편해요. 화장실은 넓고 수압이 좋아요.",2025-03-23 21:52:01,user_9492,빌라,3,101,0
"여기 살면서 좋은 점은 환기가 잘 돼요이고, 아쉬운 점은 엘리베이터가 느려요예요. 전반적으로 따뜻은 오피스텔입니다. 택배 보관은 걱정해요. 방은 작고 시원해요. 주차장은 적당한 크기고 안전해요.",2025-03-28 13:48:01,user_8225,주택,3,108,0
"여기 살면서 좋은 점은 주변 시설이 잘 갖춰져 있어요이고, 아쉬운 점은 소음이 심해요예요. 전반적으로 별로은 주택입니다. 창문은 작고 뷰가 좋아요. 부엌은 넓고 수납공간이 많아요.",2025-03-25 20:44:01,user_9825,단독주택,4,100,0
"만족스럽은 오피스텔입니다.  CCTV가 허술고, 환기가 잘 돼요.  단점은 방이 좁아요입니다.  관리인은 무책임해요.  쓸말이 없어요ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 창문은 작고 뷰가 좋아요.  부엌은 적당한 크기고 사용하기 편해요.  여름에는 불쾌해요.",2025-03-31 17:23:01,user_9323,단독주택,3,110,1
"여기 살면서 좋은 점은 넓고 쾌적해요이고, 아쉬운 점은 곰팡이가 잘 생겨요예요. 전반적으로 쾌적은 도시형생활주택입니다. 관리인은 무책임해요. 택배 보관은 안전해요. 여름에는 쾌적해요.",2025-04-05 11:40:01,user_5194,원룸,4,102,0
"나쁘은 오피스텔입니다.  경비실가 느리고, 넓고 쾌적해요.  단점은 단열이 잘 안돼요입니다.  이웃들은 시끄럽해요.  여름에는 덥해요.  이제 모르겠고 글자수나 채우자 복도는 넓고 안전해요.  관리인은 친절해요.  겨울에는 따뜻해요.",2025-03-28 15:01:01,user_5304,오피스텔,3,106,1
주택 별로한 편이에요.  CCTV 엉망게 관리되고 있어요.  관리가 잘 되고 있어요.  다만 방이 좁아요 점은 아쉽습니다.  이건 글자수 채우기일 뿐이에요 방은 작고 시원해요.  여름에는 불쾌해요.  창문은 크고 채광이 좋아요.,2025-04-09 13:55:01,user_2495,빌라,4,104,1
"별로은 원룸입니다. 현관가 신속고, 넓고 쾌적해요. 단점은 햇빛이 잘 안 들어와요입니다. 복도는 적당한 크기고 안전해요. 주차장은 넓고 주차하기 편해요. 화장실은 넓고 온수가 잘 나와요.",2025-03-21 08:06:01,user_6306,투룸,4,104,0
"이 빌라은 쾌적고 관리실도 불친절해요.  관리가 잘 되고 있어요, 하지만 결로 현상이 있어요.  주차장은 좁고 항상 자리가 있어요.  화장실은 작고 환기가 잘 돼요.  이제 모르겠고 글자수나 채우자 겨울에는 춥해요.  창문은 크고 환기가 잘 돼요.",2025-03-30 14:15:01,user_1906,단독주택,2,116,1
오피스텔 쾌적한 편이에요. 난방 불결게 관리되고 있어요. 교통이 편리해요. 다만 소음이 심해요 점은 아쉽습니다.차창문은 크고 채광이 좋아요. 택배 보관은 안전해요. 겨울에는 불쾌해요.,2025-04-01 20:16:01,user_1532,도시형생활주택,3,102,0
"여기 살면서 좋은 점은 방음이 잘 되어 있어요이고, 아쉬운 점은 주변에 편의 시설이 적어요예요. 전반적으로 적당은 도시형생활주택입니다. 창문은 적당한 크기고 환기가 잘 돼요. 주차장은 넓고 항상 자리가 있어요.",2025-04-16 14:16:01,user_3588,주택,2,117,0
"여기 살면서 좋은 점은 주차 공간이 충분해요이고, 아쉬운 점은 햇빛이 잘 안 들어와요예요. 전반적으로 만족스럽은 주택입니다. 이웃들은 친절해요. 관리인은 무책임해요. 창문은 작고 뷰가 좋아요.",2025-03-18 22:10:01,user_7388,주택,4,107,0
"시끄럽은 도시형생활주택입니다.  택배함가 허술고, 보안이 철저해요.  단점은 엘리베이터가 느려요입니다.  겨울에는 불쾌해요.  쓸말이 없어요ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 주차장은 넓고 주차하기 편해요.  여름에는 덥해요.  복타는 적당한 크기고 밝아요.",2025-04-04 21:17:01,user_5035,쓰리룸,3,111,1
투룸 괜찮한 편이에요. 주차장 신속게 관리되고 있어요. 채광이 좋아요. 다만 결로 현상이 있어요 점은 아쉽습니다. 복도는 넓고 조용해요. 화장실은 넓고 온수가 잘 나와요. 창문은 작고 뷰가 좋아요.,2025-04-04 14:30:01,user_5714,빌라,1,110,0
"시끄럽은 다세대주택입니다. 현관가 엉망고, 보안이 철저해요. 단점은 소음이 심해요입니다. 이웃들은 조용해요. 겨울에는 따뜻해요. 화장실은 적당한 크기고 환기가 잘 돼요. 창문은 작고 환기가 잘 돼요.",2025-03-31 17:45:01,user_1905,도시형생활주택,3,111,0
단독주택 만족스럽한 편이에요. 전기 지저분게 관리되고 있어요. 난방이 잘 돼요. 다만 엘리베이터가 느려요 점은 아쉽습니다. 이웃들은 시끄럽해요. 주차장은 좁고 항상 자리가 있어요.,2025-04-15 14:18:01,user_8232,도시형생활주택,2,100,0
"이 원룸은 시끄럽고 엘리베이터도 부정확해요. 환기가 잘 돼요, 하지만 엘리베이터가 느려요. 겨울에는 따뜻해요. 화장실은 작고 환기가 잘 돼요. 주차장은 넓고 주차하기 편해요. 부엌은 적당한 크기고 사용하기 편해요.",2025-04-14 16:26:01,user_4114,단독주택,3,119,0
"나쁘은 주택입니다.  엘리베이터가 깔끔고, 주차 공간이 충분해요.  단점은 관리비가 비싸요입니다.  복도는 적당한 크기고 밝아요.  이제 모르겠고 글자수나 채우자 택배 보관은 걱정해요.  이웃들은 무관심해요 !!!! .  여름에는 시원해요.",2025-04-13 17:38:01,user_2441,쓰리룸,4,105,1
"여기 살면서 좋은 점은 관리가 잘 되고 있어요이고, 아쉬운 점은 주변에 편의 시설이 적어요예요. 전반적으로 좋은 도시형생활주택입니다. 택배 보관은 걱정해요. 주차장은 넓고 안전해요.",2025-04-02 22:54:01,user_6315,도시형생활주택,3,101,0
"단독주택이 나쁘고 난방도 허술한 편이에요. 방음이 잘 되어 있어요, 그래도 소음이 심해요 점이 좀 아쉬워요. 여름에는 쾌적해요. 화장실은 작고 수압이 좋아요. 겨울에는 쾌적해요. 주차장은 넓고 안전해요.",2025-04-14 11:25:01,user_8524,쓰리룸,2,113,0
"오피스텔이 불쾌고 가스도 엉망한 편이에요.  주차 공간이 충분해요, 그래도 소음이 심해요 점이 좀 아쉬워요.  화장실은 넓고 온수가 잘 나와요.  더 적을 내용이 없어요 창문은 작고 소음이 잘 차단돼요.  방은 적당한 크기고 채광이 좋아요.",2025-03-22 09:27:01,user_7399,쓰리룸,1,117,1
"여기 살면서 좋은 점은 방음이 잘 되어 있어요이고, 아쉬운 점은 주차 공간이 부족해요예요. 전반적으로 적당은 다세대주택입니다. 복도는바넓고 조용해요. 창문은 작고 뷰가 좋아요. 이웃들은 무관심해요.",2025-03-26 11:19:01,user_6677,단독주택,3,110,0
다세대주택 쾌적한 편이에요.  전기 친절게 관리되고 있어요.  난방이 잘 돼요.  다만 결로 현상이 있어요 점은 아쉽습니다.  진짤ㄴㅇ쓰기 시랃ㅇ다아아하아 관리인은 책임감 있해요.  여름에는 불쾌해요.  택배  ㅎㅎㅎㅎ 보관은 안전해요.,2025-04-08 15:12:01,user_6496,오피스텔,2,104,1
주택 쾌적한 편이에요. 가스 잘게 관리되고 있어요. 방음이 잘 되어 있어요. 다만 주변에 편의 시설이 적어요 점은 아쉽습니다. 방은 넓고 시원해요. 이웃들은 친절해요. 택배 보관은 안전해요.,2025-03-19 16:43:01,user_4191,아파트,1,106,0
"시끄럽은 오피스텔입니다. 전기가 부정확고, 넓고 쾌적해요. 단점은 곰팡이가 잘 생겨요입니다. 겨울에는 쾌적해요. 방은 적당한 크기고 수납공간이 많아요. 여름에는 불쾌해요. 복도는 좁고 깨끗해요.",2025-03-27 08:20:01,user_7984,오피스텔,2,108,0
"쓰리룸이 춥고 주차장도 친절한 편이에요.  난방이 잘 돼요, 그래도 주변에 편의 시설이 적어요 점이 좀 아쉬워요.  부엌은 넓고 깨끗해요.  글자수 채우기 위한 내용 화장실은 넓고 온수가 잘 나와요.  겨울에는 쾌적해요.",2025-03-24 22:26:01,user_4422,아파트,3,105,1
"빌라이 춥고 경비실도 허술한 편이에요.  교통이 편리해요, 그래도 소음이 심해요 점이 좀 아쉬워요.  관리인은 불친절해요.  주차장은 좁고 밝아요.  이 정도면 충분할까요? 이웃들은 시끄럽해요.  ㅡㅡ  부엌은 적당한 크기고 수납공간이 파아요.",2025-04-15 19:55:01,user_1113,원룸,3,114,1
"시끄럽은 오피스텔입니다.  전기가 불친절고, 교통이 편리해요.  단점은 곰팡이가 잘 생겨요입니다.  관리인은 책임감 있해요.  ㄴㅇ란어쩌구저쩌구 주차장은 좁고 밝아요.  방은 작고 채광이 좋아요.  택배 보관은 안전해요.",2025-03-23 11:06:01,user_1322,아파트,1,107,1
"원룸이 최악고 전기도 친절한 편이에요. 넓고 쾌적해요, 그래도 관리비가 비싸요 점이 좀 아쉬워요. 화장실은 작고 환기가 잘 돼요. 복도는 넓고 안전해요. 관리인은 책임감 있해요. 택배 보관은 안전해요.",2025-04-08 14:47:01,user_2272,주택,4,112,0
"이 쓰리룸은 따뜻고 수도도 불결해요 ... .  방음이 잘 되어 있어요, 하지만 곰팡이가 잘 생겨요.  여름에는 시원해요.  택배 보관은 걱정해요.  특별히 할말은 없지만 글자 수 맞추려고요 겨울에는 불쾌해요.  주차장은 넓고 항상 자리가 있어요.",2025-03-18 22:36:01,user_1761,주택,4,105,1
"쾌적은 투룸입니다. 경비실가 엉망고, 보안이 철저해요. 단점은 주변에 편마 시설이 적어요입니다. 여름에는 쾌적해요. 복도는 적당한 크기고 깨끗해요. 관리인은 친절해요. 방은 작고 따뜻해요.",2025-04-14 11:12:01,user_8439,빌라,3,105,0
"쾌적은 원룸입니다. 엘리베이터가 신속고, 넓고 쾌적해요. 단점은 주변에 편의 시설이 적어요입니다. 주차장은 좁고 안전해요. 겨울에는 불쾌해요. 택배 보관은 불편해요. 여름에는 시원해요.",2025-03-26 17:03:01,user_9437,오피스텔,5,103,0
"좋은 원룸입니다. 수도가 부정확고, 넓고 쾌적해요. 단점은 주변에 편의 시설이 적어요입니다. 창문은 작고 환기가 잘 돼요. 화장실은 작고 수압이 좋아요. 복도는 넓고 안전해요. 부엌은 넓고 환기가 잘 돼요.",2025-03-30 14:26:01,user_2643,빌라,2,115,0
"여기 살면서 좋은 점은 환기가 잘 돼요이고, 아쉬운 점은 엘리베이터가 느려요예요. 전반적으로 최악은 아파트입니다. 이웃들은 친절해요. 방은 적당한 크기고 따뜻해요. 여름에는 덥해요.",2025-04-14 20:41:01,user_4832,단독주택,3,101,0
"오피스텔이 쾌적고 관리실도 느리한 편이에요. 주변 시설이 잘 갖춰져 있어요, 그래도 결로 현상이 있어요 점이 좀 아쉬워요. 여름에는 쾌적해요. 이웃들은 시끄럽해요. 화장실은 넓고 온수가 잘 나와요.",2025-03-28 12:12:01,user_4932,단독주택,2,110,0
"이 투룸은 조용고 인터폰도 부정확해요.  주차 공간이 충분해요, 하지만카곰팡이가 잘 생겨요.  이웃들은 친절해요.  부엌은 넓고 사용하기 편해요.  글자수 채우기용 텍스트 방은 적당한 크기고 시원해요.  택배 보관은 편리해요.",2025-03-20 09:03:01,user_6319,다세대주택,3,108,1
